,R E C I P I E N T   R A C E ,,,,,,,E T H N I C I T Y ,,,HHOLD INCOME STATUS,
ZIP,"NATIVE
AMERICAN",ASIAN,BLACK,PACIFIC ISLANDER,WHITE,"MULTI
RACE","UNK /
MISSING","
HISPANIC","NON
HISPANIC","UNK /
MISSING","WITH
EARNED $","W/ ONLY
EARNED $"
78762,0.00%,0.00%,20.00%,0.00%,20.00%,0.00%,60.00%,60.00%,40.00%,0.00%,50.00%,50.00%
78764,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%
78765,0.00%,0.00%,25.00%,0.00%,75.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%
78766,0.00%,0.00%,70.00%,0.00%,20.00%,0.00%,10.00%,10.00%,90.00%,0.00%,40.00%,40.00%
78767,0.00%,1.14%,32.95%,0.00%,51.14%,0.00%,13.64%,19.32%,75.00%,5.68%,12.00%,12.00%
78768,0.00%,0.00%,31.03%,0.00%,58.62%,0.00%,10.34%,17.24%,79.31%,6.90%,3.85%,3.85%
78769,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,100.00%,0.00%,100.00%,100.00%
78770,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%
78772,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,100.00%,100.00%
78774,0.00%,0.00%,0.00%,0.00%,83.33%,0.00%,16.67%,83.33%,0.00%,16.67%,50.00%,50.00%
78781,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%
78782,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,100.00%,0.00%,0.00%,100.00%,100.00%
78783,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,50.00%,0.00%,50.00%,0.00%,0.00%
78784,0.00%,0.00%,0.00%,0.00%,50.00%,0.00%,50.00%,100.00%,0.00%,0.00%,100.00%,100.00%
78785,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,100.00%,0.00%,100.00%,100.00%
78800,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%
78801,0.08%,0.11%,0.58%,0.08%,56.55%,0.04%,42.56%,88.16%,7.24%,4.60%,49.62%,46.74%
78802,0.00%,0.00%,0.00%,0.00%,32.84%,0.00%,67.16%,89.55%,2.99%,5.97%,50.00%,50.00%
78804,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,100.00%,0.00%,100.00%,100.00%
78806,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%
78813,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,100.00%,100.00%
78826,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,100.00%,0.00%,0.00%,100.00%,0.00%
78827,0.54%,0.00%,0.00%,4.58%,27.76%,0.00%,67.12%,90.03%,4.85%,5.12%,32.76%,27.59%
78828,0.00%,0.00%,0.00%,0.00%,88.89%,0.00%,11.11%,16.67%,77.78%,5.56%,42.86%,28.57%
78829,0.00%,0.25%,0.25%,0.25%,54.79%,0.00%,44.47%,93.86%,1.97%,4.18%,34.59%,30.08%
78830,0.45%,0.00%,0.45%,3.14%,26.01%,0.00%,69.96%,87.89%,5.83%,6.28%,32.43%,28.38%
78831,0.00%,0.00%,0.00%,0.00%,25.00%,0.00%,75.00%,75.00%,0.00%,25.00%,0.00%,0.00%
78832,0.00%,0.00%,1.56%,0.00%,36.67%,0.00%,61.78%,79.56%,16.67%,4.00%,40.91%,34.42%
78833,0.85%,0.43%,0.43%,0.00%,74.04%,0.00%,24.26%,46.38%,47.23%,6.38%,43.75%,38.75%
78834,0.05%,0.15%,0.64%,4.89%,26.89%,0.15%,67.23%,89.42%,5.88%,4.75%,37.93%,35.26%
78836,0.00%,0.00%,0.00%,8.33%,16.67%,0.00%,75.00%,100.00%,0.00%,0.00%,28.57%,28.57%
78837,0.00%,0.00%,0.00%,0.00%,63.64%,0.00%,36.36%,45.45%,54.55%,0.00%,20.00%,20.00%
78838,0.00%,0.00%,0.00%,0.00%,90.48%,0.00%,9.52%,66.67%,28.57%,0.00%,42.86%,28.57%
78839,0.17%,0.07%,0.66%,0.26%,28.51%,0.00%,70.30%,92.00%,2.88%,5.13%,41.53%,38.10%
78840,0.20%,0.08%,0.73%,0.05%,30.74%,0.00%,68.19%,90.58%,4.86%,4.55%,52.97%,49.52%
78841,0.00%,0.00%,0.00%,0.00%,11.11%,0.00%,88.89%,98.41%,1.59%,0.00%,55.56%,50.00%
78842,0.00%,0.00%,0.00%,0.00%,42.50%,0.00%,57.50%,97.50%,2.50%,0.00%,45.45%,36.36%
78848,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%
78850,0.00%,0.00%,1.80%,0.00%,47.31%,0.00%,50.90%,73.05%,24.55%,2.99%,41.27%,39.68%
78851,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,100.00%,0.00%,100.00%,100.00%
78852,1.47%,0.15%,0.26%,0.03%,26.30%,0.04%,71.75%,92.48%,2.62%,4.89%,49.78%,45.94%
78853,4.34%,0.26%,0.00%,0.00%,15.82%,0.00%,79.85%,91.84%,4.85%,3.32%,52.83%,50.94%
78856,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,100.00%,0.00%,0.00%,100.00%,0.00%
78860,1.27%,0.00%,0.00%,0.00%,15.19%,0.00%,83.54%,96.20%,1.27%,2.53%,52.00%,48.00%
78861,0.05%,0.14%,0.47%,0.00%,41.66%,0.09%,57.63%,77.61%,17.24%,5.15%,43.82%,40.79%
78864,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,100.00%,100.00%
78870,0.00%,0.00%,2.22%,0.00%,60.74%,0.00%,37.78%,74.81%,22.96%,2.22%,40.00%,35.56%
78871,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%
78872,0.00%,0.00%,0.85%,0.00%,58.09%,0.00%,41.06%,90.85%,3.83%,5.32%,36.24%,32.89%
78873,0.00%,0.00%,0.00%,0.00%,85.88%,0.00%,14.12%,37.06%,59.41%,4.12%,50.85%,49.15%
78877,0.00%,0.57%,0.57%,0.00%,41.38%,0.00%,58.05%,86.21%,8.05%,5.75%,51.92%,50.00%
78879,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%
78880,0.00%,0.00%,0.55%,0.00%,73.77%,0.00%,25.68%,85.25%,11.48%,3.83%,50.88%,45.61%
78881,0.00%,0.00%,0.23%,0.00%,65.21%,0.23%,34.10%,70.05%,25.12%,4.84%,41.13%,39.01%
78883,0.00%,0.00%,5.56%,0.00%,88.89%,0.00%,11.11%,5.56%,94.44%,0.00%,57.14%,57.14%
78884,4.76%,0.00%,0.00%,0.00%,76.19%,0.00%,19.05%,28.57%,64.29%,7.14%,52.94%,47.06%
78885,0.00%,0.00%,0.00%,0.00%,80.00%,0.00%,40.00%,40.00%,80.00%,0.00%,0.00%,0.00%
78886,3.23%,0.00%,1.61%,0.00%,56.45%,0.00%,38.71%,56.45%,35.48%,8.06%,24.14%,20.69%
78916,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%
78929,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%
78931,0.00%,0.00%,0.00%,0.00%,14.29%,0.00%,85.71%,71.43%,14.29%,14.29%,100.00%,100.00%
78932,0.00%,0.00%,4.55%,0.00%,63.64%,0.00%,31.82%,40.91%,45.45%,18.18%,50.00%,50.00%
78933,0.00%,0.00%,0.00%,0.00%,67.57%,0.00%,29.73%,54.05%,43.24%,0.00%,41.67%,41.67%
78934,0.51%,0.38%,25.79%,0.25%,43.62%,0.13%,29.33%,40.08%,55.12%,4.80%,52.88%,48.47%
78935,0.76%,0.00%,18.94%,0.00%,36.36%,0.00%,43.94%,51.52%,37.12%,11.36%,51.22%,43.90%
78938,0.00%,0.00%,21.62%,0.00%,45.95%,0.00%,32.43%,21.62%,67.57%,10.81%,58.33%,58.33%
78940,0.00%,0.00%,3.23%,0.00%,66.13%,0.00%,30.65%,33.87%,56.45%,9.68%,50.00%,41.67%
78941,0.43%,0.00%,6.01%,0.00%,61.37%,0.00%,32.19%,58.37%,35.62%,6.01%,59.42%,56.52%
78942,0.25%,0.17%,15.48%,0.00%,46.26%,0.08%,37.85%,54.08%,38.86%,7.06%,48.15%,44.44%
78943,0.00%,0.00%,11.21%,0.00%,46.73%,0.00%,41.12%,68.22%,26.17%,5.61%,69.23%,61.54%
78944,0.00%,0.00%,31.58%,0.00%,26.32%,0.00%,42.11%,50.88%,36.84%,10.53%,61.11%,55.56%
78945,0.32%,0.32%,22.38%,0.00%,50.59%,0.00%,26.38%,31.78%,58.49%,9.73%,49.85%,46.02%
78946,0.00%,0.00%,40.28%,0.00%,37.50%,0.00%,23.61%,16.67%,75.00%,8.33%,38.71%,32.26%
78947,0.60%,0.00%,13.69%,0.00%,70.83%,0.00%,15.18%,12.50%,77.98%,9.82%,35.71%,31.75%
78948,0.00%,0.00%,44.78%,0.00%,47.76%,0.00%,7.46%,8.96%,86.57%,4.48%,31.03%,27.59%
78949,0.00%,0.00%,0.00%,0.00%,78.26%,0.00%,21.74%,17.39%,69.57%,13.04%,50.00%,50.00%
78950,0.00%,0.00%,13.27%,0.00%,39.80%,0.00%,47.96%,51.02%,44.90%,4.08%,48.57%,45.71%
78951,0.00%,0.00%,28.57%,0.00%,28.57%,0.00%,35.71%,57.14%,42.86%,7.14%,20.00%,20.00%
78952,9.09%,0.00%,0.00%,0.00%,45.45%,0.00%,45.45%,45.45%,45.45%,18.18%,40.00%,40.00%
78953,1.25%,0.00%,1.25%,0.00%,81.25%,0.00%,16.25%,25.00%,66.25%,8.75%,40.00%,40.00%
78954,0.00%,0.00%,4.65%,0.00%,62.79%,0.00%,32.56%,39.53%,51.16%,9.30%,53.85%,46.15%
78956,0.20%,0.20%,27.93%,0.00%,39.65%,0.00%,32.03%,35.35%,55.47%,9.18%,54.24%,50.28%
78957,0.33%,0.83%,15.38%,0.08%,58.44%,0.25%,24.61%,25.19%,64.75%,10.14%,38.46%,35.38%
78959,2.63%,0.00%,17.46%,0.00%,30.38%,0.00%,49.52%,72.73%,22.73%,4.55%,50.75%,47.76%
78960,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,66.67%,0.00%,33.33%,0.00%,0.00%
78962,0.00%,0.00%,22.90%,0.00%,43.55%,0.00%,33.55%,40.32%,51.29%,8.39%,51.35%,46.85%
78963,0.00%,0.00%,5.36%,0.00%,73.21%,0.00%,19.64%,21.43%,69.64%,8.93%,40.00%,40.00%
78970,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,100.00%,100.00%
78989,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%
79001,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,13.33%,86.67%,0.00%,60.00%,60.00%
79002,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%
79003,0.00%,0.00%,0.00%,0.00%,84.62%,0.00%,15.38%,7.69%,84.62%,7.69%,25.00%,25.00%
79005,0.00%,0.00%,0.00%,0.00%,57.14%,0.00%,41.90%,66.67%,23.81%,9.52%,47.22%,41.67%
79006,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%
79007,0.63%,0.05%,6.67%,0.05%,68.92%,0.05%,23.62%,36.96%,56.90%,6.19%,44.46%,40.12%
79008,0.00%,0.00%,0.00%,0.00%,16.67%,0.00%,83.33%,100.00%,0.00%,0.00%,0.00%,0.00%
79009,0.67%,0.34%,1.34%,0.00%,63.09%,0.00%,35.23%,86.91%,11.07%,2.35%,57.47%,55.17%
79010,0.00%,0.00%,0.00%,0.00%,80.00%,0.00%,20.00%,12.00%,84.00%,4.00%,50.00%,50.00%
79011,0.00%,0.00%,0.00%,0.00%,66.67%,0.00%,33.33%,33.33%,66.67%,33.33%,100.00%,100.00%
79012,0.00%,0.00%,0.00%,0.00%,94.12%,0.00%,5.88%,5.88%,88.24%,5.88%,28.57%,28.57%
79013,0.55%,34.72%,2.21%,0.00%,22.68%,0.14%,39.56%,53.39%,41.36%,5.39%,56.32%,54.60%
79014,0.35%,0.00%,0.35%,0.00%,47.74%,0.00%,51.92%,71.78%,22.65%,5.57%,64.94%,61.04%
79015,0.29%,0.78%,4.28%,0.19%,70.79%,0.29%,23.27%,28.72%,65.14%,6.13%,52.83%,49.60%
79016,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,50.00%,50.00%,0.00%,100.00%,100.00%
79017,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%
79018,3.03%,0.00%,0.00%,0.00%,63.64%,0.00%,33.33%,36.36%,57.58%,6.06%,55.56%,55.56%
79019,1.06%,1.06%,3.19%,0.00%,76.60%,0.00%,19.15%,13.83%,77.66%,8.51%,40.54%,32.43%
79021,0.00%,0.00%,0.00%,0.00%,57.14%,0.00%,42.86%,100.00%,0.00%,0.00%,80.00%,80.00%
79022,1.27%,0.00%,2.81%,0.00%,62.31%,0.14%,33.47%,51.34%,42.33%,6.33%,50.64%,48.51%
79023,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%
79024,0.00%,0.00%,4.00%,0.00%,68.00%,0.00%,32.00%,44.00%,52.00%,8.00%,50.00%,50.00%
79025,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,100.00%,0.00%,50.00%,50.00%
79027,0.17%,0.17%,2.65%,0.00%,65.21%,0.00%,31.79%,83.76%,12.48%,3.76%,52.82%,50.00%
79029,0.66%,13.81%,2.25%,0.04%,41.20%,0.00%,42.04%,57.87%,37.23%,4.90%,55.40%,52.93%
79031,0.00%,0.00%,3.23%,0.00%,57.66%,0.00%,38.71%,88.31%,8.87%,2.82%,50.00%,45.45%
79032,0.00%,0.00%,0.00%,0.00%,62.16%,0.00%,40.54%,67.57%,27.03%,5.41%,60.00%,60.00%
79033,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,11.11%,22.22%,88.89%,0.00%,33.33%,33.33%
79034,0.00%,0.00%,0.00%,2.86%,45.71%,0.00%,51.43%,57.14%,34.29%,8.57%,55.56%,55.56%
79035,0.50%,0.00%,0.66%,0.00%,52.31%,0.00%,46.37%,85.48%,10.56%,3.96%,57.14%,54.29%
79036,0.88%,0.00%,0.59%,0.00%,90.59%,0.00%,7.94%,6.76%,86.76%,6.47%,40.00%,38.40%
79039,0.00%,0.00%,4.26%,0.00%,78.72%,0.00%,17.02%,4.26%,89.36%,6.38%,47.37%,36.84%
79040,0.00%,0.00%,0.00%,0.00%,56.10%,0.00%,43.90%,54.47%,39.84%,5.69%,51.43%,51.43%
79041,0.00%,0.44%,3.81%,0.15%,41.06%,0.00%,54.55%,74.05%,20.38%,5.57%,42.06%,39.72%
79042,0.00%,0.00%,0.00%,0.00%,80.00%,0.00%,21.54%,24.62%,70.77%,6.15%,40.00%,40.00%
79043,0.00%,0.00%,3.73%,0.00%,60.68%,0.00%,35.59%,85.76%,11.53%,2.71%,53.01%,48.19%
79044,0.00%,0.00%,0.00%,0.00%,60.38%,1.89%,37.74%,75.47%,18.87%,5.66%,75.00%,66.67%
79045,0.21%,0.19%,1.46%,0.00%,49.72%,0.03%,48.45%,85.42%,9.74%,4.84%,49.52%,46.49%
79046,6.00%,0.00%,0.00%,0.00%,82.00%,2.00%,12.00%,22.00%,68.00%,10.00%,29.41%,29.41%
79051,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%
79052,1.91%,0.00%,8.92%,1.91%,38.85%,0.00%,48.41%,60.51%,35.67%,3.82%,43.40%,43.40%
79053,0.00%,0.00%,0.00%,0.00%,85.71%,0.00%,14.29%,85.71%,14.29%,0.00%,50.00%,50.00%
79054,0.00%,0.00%,0.00%,0.00%,77.97%,0.00%,22.03%,18.64%,77.97%,5.08%,36.36%,31.82%
79055,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%
79056,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%
79057,0.00%,0.00%,0.88%,0.00%,84.21%,0.00%,14.04%,1.75%,85.09%,13.16%,37.21%,34.88%
79058,0.00%,0.00%,0.00%,0.00%,80.00%,0.00%,20.00%,0.00%,80.00%,20.00%,100.00%,0.00%
79059,2.86%,0.00%,0.00%,0.00%,80.00%,0.00%,17.14%,14.29%,74.29%,11.43%,75.00%,75.00%
79061,0.00%,0.00%,0.00%,0.00%,64.29%,0.00%,35.71%,14.29%,64.29%,21.43%,80.00%,80.00%
79062,0.00%,0.00%,0.00%,0.00%,53.33%,0.00%,46.67%,53.33%,46.67%,0.00%,75.00%,75.00%
79063,0.00%,0.00%,0.00%,0.00%,75.00%,0.00%,20.83%,83.33%,8.33%,4.17%,57.14%,57.14%
79064,0.00%,0.00%,1.36%,0.00%,67.05%,0.00%,31.59%,87.73%,8.18%,4.09%,46.46%,42.52%
79065,1.13%,0.30%,6.09%,0.00%,55.95%,0.00%,36.52%,42.34%,50.89%,6.77%,45.08%,42.01%
79066,0.00%,0.00%,0.00%,0.00%,66.67%,0.00%,33.33%,50.00%,50.00%,0.00%,25.00%,25.00%
79068,0.00%,0.00%,0.82%,0.00%,80.33%,0.00%,18.85%,12.30%,76.23%,11.48%,47.62%,45.24%
79069,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%
79070,0.84%,0.12%,0.84%,0.00%,56.85%,0.00%,41.35%,62.50%,31.73%,5.77%,50.97%,47.88%
79071,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%
79072,0.28%,0.16%,5.75%,0.02%,38.01%,0.02%,55.74%,75.67%,18.46%,5.89%,44.91%,42.72%
79073,0.00%,0.00%,0.00%,0.00%,10.00%,0.00%,100.00%,100.00%,0.00%,0.00%,20.00%,20.00%
79076,0.00%,0.00%,0.00%,0.00%,33.33%,0.00%,66.67%,66.67%,33.33%,0.00%,0.00%,0.00%
79078,0.00%,0.00%,9.38%,0.00%,81.25%,0.00%,9.38%,3.13%,90.63%,6.25%,46.15%,23.08%
79079,0.87%,0.29%,12.21%,1.16%,57.85%,0.00%,27.62%,31.10%,62.79%,6.10%,54.21%,50.47%
79080,0.00%,0.00%,0.00%,0.00%,88.89%,0.00%,9.52%,6.35%,90.48%,3.17%,23.08%,19.23%
79081,0.00%,0.00%,0.85%,0.00%,49.30%,0.00%,50.14%,75.21%,20.85%,4.23%,58.59%,55.56%
79082,0.00%,0.00%,0.00%,0.00%,70.83%,0.00%,29.17%,70.83%,25.00%,4.17%,57.14%,42.86%
79083,1.75%,0.00%,2.34%,0.00%,78.95%,0.00%,16.96%,19.30%,76.02%,4.68%,41.54%,38.46%
79084,0.00%,0.00%,0.00%,0.00%,56.35%,0.00%,43.65%,79.01%,16.02%,4.97%,63.04%,60.87%
79085,12.50%,0.00%,0.00%,0.00%,0.00%,0.00%,75.00%,87.50%,0.00%,0.00%,0.00%,0.00%
79086,0.00%,0.00%,0.53%,0.00%,49.73%,0.00%,49.73%,67.38%,28.34%,4.28%,53.57%,51.79%
79087,0.00%,0.00%,5.17%,0.00%,50.00%,0.00%,44.83%,53.45%,43.10%,1.72%,61.11%,55.56%
79088,0.27%,0.00%,11.75%,0.09%,35.34%,0.00%,52.56%,61.43%,31.48%,7.09%,46.44%,44.16%
79091,0.00%,0.00%,12.50%,0.00%,62.50%,0.00%,12.50%,0.00%,87.50%,12.50%,66.67%,66.67%
79092,0.00%,0.00%,1.30%,0.00%,84.42%,0.00%,14.29%,15.58%,77.92%,7.79%,50.00%,42.86%
79093,0.00%,0.00%,10.00%,0.00%,60.00%,0.00%,40.00%,60.00%,30.00%,20.00%,0.00%,0.00%
79094,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,66.67%,33.33%,0.00%,0.00%,0.00%
79095,0.97%,0.19%,7.95%,0.00%,44.96%,0.00%,46.12%,62.40%,31.98%,5.62%,49.40%,45.78%
79096,0.74%,0.00%,0.00%,0.00%,37.50%,0.00%,61.76%,82.35%,11.03%,6.62%,68.42%,63.16%
79097,0.00%,0.00%,2.13%,0.00%,85.11%,0.00%,12.77%,14.89%,78.72%,6.38%,44.44%,33.33%
79098,0.00%,0.00%,3.23%,0.00%,83.87%,0.00%,16.13%,16.13%,74.19%,9.68%,55.56%,44.44%
79100,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%
79101,0.55%,0.14%,15.98%,0.00%,55.74%,0.27%,27.19%,34.70%,60.11%,5.19%,30.98%,28.80%
79102,1.18%,19.02%,8.79%,0.00%,41.54%,0.04%,29.43%,38.17%,56.10%,5.77%,52.39%,49.87%
79103,0.27%,0.89%,4.18%,0.00%,49.42%,0.00%,45.24%,65.50%,28.82%,5.68%,51.47%,48.95%
79104,0.32%,0.70%,4.04%,0.00%,45.96%,0.05%,48.98%,70.52%,23.68%,5.76%,52.17%,49.48%
79105,9.09%,0.00%,18.18%,0.00%,54.55%,0.00%,27.27%,18.18%,81.82%,9.09%,20.00%,20.00%
79106,0.52%,1.29%,14.37%,0.06%,54.63%,0.06%,29.09%,36.54%,56.31%,7.18%,45.77%,43.04%
79107,0.71%,7.57%,23.14%,0.03%,33.22%,0.06%,35.29%,46.53%,46.79%,6.68%,49.15%,46.45%
79108,1.14%,4.46%,6.90%,0.00%,62.28%,0.00%,25.22%,29.02%,63.80%,7.23%,43.58%,41.30%
79109,0.76%,1.46%,11.46%,0.00%,63.48%,0.07%,22.77%,25.21%,67.62%,7.17%,48.00%,45.72%
79110,0.87%,2.05%,8.85%,0.04%,61.37%,0.16%,26.67%,32.57%,60.19%,7.28%,52.58%,50.00%
79111,0.00%,2.40%,3.59%,2.40%,62.87%,0.00%,28.14%,29.34%,63.47%,7.19%,50.98%,49.02%
79112,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,100.00%,0.00%,100.00%,100.00%
79114,0.00%,0.00%,16.67%,0.00%,66.67%,0.00%,16.67%,0.00%,83.33%,16.67%,33.33%,33.33%
79116,0.00%,0.00%,20.00%,0.00%,80.00%,0.00%,0.00%,20.00%,80.00%,0.00%,33.33%,33.33%
79117,0.00%,0.00%,30.00%,0.00%,40.00%,0.00%,30.00%,40.00%,50.00%,10.00%,20.00%,20.00%
79118,1.03%,1.13%,4.31%,0.00%,69.03%,0.05%,24.45%,29.84%,61.63%,8.53%,50.95%,46.99%
79119,0.73%,2.91%,2.55%,0.00%,73.82%,0.00%,20.36%,21.09%,71.27%,8.00%,44.33%,41.24%
79120,0.00%,0.00%,0.00%,0.00%,37.50%,0.00%,62.50%,75.00%,25.00%,0.00%,40.00%,40.00%
79121,0.70%,2.82%,10.56%,0.00%,66.90%,0.70%,18.31%,27.46%,66.90%,6.34%,49.06%,49.06%
79124,1.63%,3.72%,9.53%,0.23%,65.35%,0.00%,19.53%,21.86%,71.40%,6.74%,48.19%,46.39%
79159,0.00%,0.00%,0.00%,0.00%,50.00%,0.00%,50.00%,50.00%,50.00%,0.00%,0.00%,0.00%
79164,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%
79201,0.10%,0.10%,10.01%,0.00%,55.87%,0.31%,33.61%,38.41%,54.65%,6.84%,49.18%,44.81%
79209,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,100.00%,100.00%
79213,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,100.00%,0.00%,0.00%,100.00%,100.00%
79220,0.00%,0.00%,0.00%,0.00%,21.74%,0.00%,78.26%,82.61%,8.70%,8.70%,75.00%,75.00%
79223,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,100.00%,0.00%,100.00%,0.00%
79225,0.97%,0.00%,8.74%,0.00%,56.31%,0.00%,33.01%,39.81%,52.43%,7.77%,44.44%,38.89%
79226,0.59%,0.00%,17.21%,0.00%,67.95%,0.00%,14.24%,7.42%,83.38%,9.20%,45.45%,41.32%
79227,0.00%,0.00%,7.38%,0.00%,63.09%,0.00%,28.86%,26.17%,61.07%,13.42%,40.43%,38.30%
79229,0.00%,3.13%,0.00%,0.00%,81.25%,0.00%,15.63%,18.75%,78.13%,3.13%,31.25%,31.25%
79230,7.41%,0.00%,0.00%,0.00%,55.56%,0.00%,37.04%,48.15%,51.85%,0.00%,40.00%,40.00%
79231,0.00%,0.00%,0.00%,0.00%,42.86%,0.00%,57.14%,64.29%,28.57%,7.14%,50.00%,50.00%
79233,0.00%,0.00%,3.57%,0.00%,35.71%,0.00%,60.71%,60.71%,25.00%,14.29%,42.86%,42.86%
79234,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%
79235,0.00%,0.46%,5.82%,0.00%,36.37%,0.00%,57.35%,78.79%,15.28%,5.93%,40.70%,38.60%
79236,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%
79237,0.00%,0.00%,0.00%,0.00%,59.09%,0.00%,38.64%,40.91%,56.82%,2.27%,53.33%,53.33%
79239,0.00%,0.00%,0.00%,0.00%,66.67%,0.00%,16.67%,33.33%,66.67%,0.00%,33.33%,0.00%
79240,0.00%,5.88%,0.00%,0.00%,52.94%,0.00%,41.18%,35.29%,47.06%,23.53%,66.67%,50.00%
79241,0.22%,0.00%,3.25%,0.00%,43.17%,0.00%,53.15%,80.91%,14.97%,4.12%,40.79%,39.47%
79242,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,100.00%,0.00%,100.00%,100.00%
79243,0.00%,0.00%,0.00%,0.00%,66.67%,0.00%,33.33%,33.33%,66.67%,0.00%,50.00%,50.00%
79244,0.00%,0.00%,2.82%,0.00%,64.79%,0.00%,32.39%,39.44%,53.52%,7.04%,59.26%,51.85%
79245,1.40%,0.00%,17.40%,0.00%,43.20%,0.40%,37.80%,50.80%,43.40%,6.00%,51.67%,48.89%
79247,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,100.00%,0.00%,100.00%,100.00%
79248,0.43%,0.00%,22.65%,0.00%,40.60%,0.00%,36.32%,35.47%,54.70%,9.83%,40.48%,33.33%
79249,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,50.00%,50.00%,0.00%,0.00%
79250,1.03%,0.00%,3.09%,0.00%,35.57%,0.00%,60.82%,82.47%,13.40%,4.12%,48.15%,46.30%
